transaction_id,user_id,product_id,date,quantity,total_amount,cost_amount
43,293,46,2025-06-22 14:23:21.686312,1,406.34,243.80399999999997
44,429,26,2025-08-19 14:23:21.686312,1,432.04,259.224
45,286,13,2025-08-19 14:23:21.686312,3,602.8499999999999,361.71
46,747,14,2025-10-01 14:23:21.686312,4,1279.44,767.664
47,188,10,2025-02-12 14:23:21.686312,2,549.38,329.628
48,494,1,2025-10-17 14:23:21.686312,3,70.28999999999999,42.174
49,747,20,2025-10-31 14:23:21.686312,5,466.04999999999995,279.63
50,410,46,2025-12-23 14:23:21.686312,4,1625.36,975.2159999999999
51,936,1,2025-01-20 14:23:21.686312,1,23.43,14.058
52,952,48,2025-11-01 14:23:21.686312,1,224.09,134.454
53,334,47,2025-08-03 14:23:21.686312,3,774.96,464.976
54,475,6,2025-12-10 14:23:21.686312,4,1033.76,620.256
55,215,17,2025-06-23 14:23:21.686312,1,333.39,200.034
56,77,42,2025-05-26 14:23:21.686312,3,1218.3600000000001,731.016
57,401,6,2025-03-18 14:23:21.686312,3,775.3199999999999,465.192
58,2,43,2025-09-07 14:23:21.686312,3,53.16,31.896
59,588,35,2025-02-06 14:23:21.686312,1,315.63,189.378
60,752,19,2025-08-21 14:23:21.686312,1,44.1,26.46
61,149,6,2025-04-21 14:23:21.686312,5,1292.2,775.3199999999999
62,667,4,2025-11-15 14:23:21.686312,1,21.67,13.002
63,120,32,2025-06-28 14:23:21.686312,2,623.88,374.328
64,409,50,2025-02-06 14:23:21.686312,1,295.78,177.468
65,85,35,2025-07-01 14:23:21.686312,2,631.26,378.756
66,879,46,2025-04-21 14:23:21.686312,5,2031.6999999999998,1219.02
67,841,16,2025-11-23 14:23:21.686312,1,75.15,45.09
68,38,11,2025-06-30 14:23:21.686312,5,110.39999999999999,66.24
69,639,50,2025-03-18 14:23:21.686312,3,887.3399999999999,532.404
70,468,14,2026-01-02 14:23:21.686312,2,639.72,383.832
71,707,28,2025-07-02 14:23:21.686312,3,418.62,251.17199999999997
72,90,37,2025-12-16 14:23:21.686312,3,1210.29,726.174
73,657,14,2025-08-29 14:23:21.686312,4,1279.44,767.664
74,364,21,2025-06-04 14:23:21.686312,4,1348.88,809.3280000000001
75,378,42,2025-04-18 14:23:21.686312,1,406.12,243.672
76,813,49,2025-11-02 14:23:21.686312,1,72.76,43.656
77,834,5,2025-04-27 14:23:21.686312,3,440.64,264.384
78,744,21,2025-12-22 14:23:21.686312,2,674.44,404.66400000000004
79,864,23,2025-07-08 14:23:21.686312,2,114.1,68.46
80,723,39,2025-05-11 14:23:21.686312,3,113.91,68.346
81,940,26,2025-02-14 14:23:21.686312,5,2160.2000000000003,1296.12
82,586,24,2025-06-04 14:23:21.686312,3,658.29,394.97399999999993
83,885,46,2025-10-15 14:23:21.686312,3,1219.02,731.4119999999999
84,232,29,2025-06-20 14:23:21.686312,3,151.85999999999999,91.11599999999999
85,798,18,2025-10-19 14:23:21.686312,1,495.47,297.282
86,209,30,2025-08-10 14:23:21.686312,4,707.8,424.67999999999995
87,157,13,2025-09-01 14:23:21.686312,4,803.8,482.28
88,378,18,2025-02-24 14:23:21.686312,1,495.47,297.282
89,833,24,2025-04-16 14:23:21.686312,5,1097.15,658.29
90,220,38,2025-06-27 14:23:21.686312,2,987.14,592.284
91,465,34,2025-09-12 14:23:21.686312,2,624.62,374.772
92,821,2,2025-12-15 14:23:21.686312,2,719.42,431.652
93,525,47,2025-09-05 14:23:21.686312,1,258.32,154.992
94,86,1,2025-11-29 14:23:21.686312,5,117.15,70.28999999999999
95,959,10,2025-05-21 14:23:21.686312,2,549.38,329.628
96,828,11,2025-02-25 14:23:21.686312,5,110.39999999999999,66.24
97,700,33,2025-12-19 14:23:21.686312,1,128.28,76.968
98,347,23,2026-01-01 14:23:21.686312,5,285.25,171.14999999999998
99,508,40,2025-07-23 14:23:21.686312,5,406.25,243.75
100,152,33,2025-07-05 14:23:21.686312,5,641.4,384.84000000000003
101,885,2,2025-01-17 14:23:21.686312,5,1798.55,1079.1299999999999
102,847,33,2025-03-13 14:23:21.686312,5,641.4,384.84000000000003
103,245,6,2025-02-15 14:23:21.686312,5,1292.2,775.3199999999999
104,770,31,2025-01-05 14:23:21.686312,1,387.28,232.36799999999997
105,440,38,2025-03-20 14:23:21.686312,3,1480.71,888.4259999999999
106,357,34,2025-11-11 14:23:21.686312,4,1249.24,749.544
107,791,25,2025-04-14 14:23:21.686312,2,380.02,228.01199999999997
108,75,2,2025-09-02 14:23:21.686312,2,719.42,431.652
109,199,9,2025-05-29 14:23:21.686312,2,621.5,372.9
110,911,3,2025-10-08 14:23:21.686312,3,626.67,376.00199999999995
111,480,43,2025-08-17 14:23:21.686312,1,17.72,10.632
112,641,49,2025-01-09 14:23:21.686312,4,291.04,174.624
113,946,39,2025-07-06 14:23:21.686312,5,189.85,113.91
114,303,37,2025-02-23 14:23:21.686312,3,1210.29,726.174
115,438,14,2025-06-30 14:23:21.686312,3,959.58,575.748
116,328,11,2025-05-28 14:23:21.686312,4,88.32,52.992
117,224,40,2025-05-11 14:23:21.686312,4,325.0,195.0
118,316,50,2025-06-17 14:23:21.686312,2,591.56,354.936
119,323,35,2025-12-21 14:23:21.686312,1,315.63,189.378
120,98,43,2025-07-11 14:23:21.686312,3,53.16,31.896
121,155,3,2025-05-14 14:23:21.686312,5,1044.4499999999998,626.67
122,526,30,2025-03-12 14:23:21.686312,2,353.9,212.33999999999997
123,463,18,2025-05-04 14:23:21.686312,5,2477.3500000000004,1486.4099999999999
124,250,27,2025-12-09 14:23:21.686312,2,558.98,335.388
125,796,25,2025-04-02 14:23:21.686312,2,380.02,228.01199999999997
126,973,1,2025-11-16 14:23:21.686312,1,23.43,14.058
127,714,7,2025-02-02 14:23:21.686312,5,2445.9,1467.54
128,332,38,2025-12-05 14:23:21.686312,2,987.14,592.284
129,71,10,2025-12-19 14:23:21.686312,1,274.69,164.814
130,68,42,2025-03-16 14:23:21.686312,4,1624.48,974.688
131,811,43,2025-11-25 14:23:21.686312,1,17.72,10.632
132,576,6,2025-01-19 14:23:21.686312,4,1033.76,620.256
133,357,14,2025-04-29 14:23:21.686312,1,319.86,191.916
134,144,49,2025-01-08 14:23:21.686312,4,291.04,174.624
135,117,29,2026-01-02 14:23:21.686312,4,202.48,121.48799999999999
136,333,48,2025-05-04 14:23:21.686312,2,448.18,268.908
137,109,10,2025-12-28 14:23:21.686312,1,274.69,164.814
138,122,24,2025-04-06 14:23:21.686312,1,219.43,131.658
139,218,26,2025-12-13 14:23:21.686312,3,1296.1200000000001,777.672
140,15,7,2025-07-06 14:23:21.686312,5,2445.9,1467.54
141,732,8,2025-01-12 14:23:21.686312,4,932.4,559.4399999999999
142,347,38,2025-11-15 14:23:21.686312,3,1480.71,888.4259999999999
143,438,23,2025-03-19 14:23:21.686312,2,114.1,68.46
144,532,30,2025-11-26 14:23:21.686312,3,530.8499999999999,318.51
145,537,12,2025-01-08 14:23:21.686312,1,489.54,293.724
146,823,5,2025-04-25 14:23:21.686312,3,440.64,264.384
147,869,43,2025-01-09 14:23:21.686312,1,17.72,10.632
148,610,9,2025-10-13 14:23:21.686312,1,310.75,186.45
149,866,18,2025-06-20 14:23:21.686312,1,495.47,297.282
150,639,11,2025-12-30 14:23:21.686312,1,22.08,13.248
151,811,36,2025-11-19 14:23:21.686312,5,2022.25,1213.35
152,447,27,2025-12-22 14:23:21.686312,5,1397.45,838.4699999999999
153,310,34,2025-04-28 14:23:21.686312,1,312.31,187.386
154,394,44,2025-08-27 14:23:21.686312,3,1078.23,646.9380000000001
155,152,10,2025-09-28 14:23:21.686312,1,274.69,164.814
156,47,6,2025-01-17 14:23:21.686312,4,1033.76,620.256
157,749,13,2025-05-02 14:23:21.686312,4,803.8,482.28
158,171,37,2025-06-24 14:23:21.686312,3,1210.29,726.174
159,893,24,2025-12-09 14:23:21.686312,4,877.72,526.632
160,447,26,2025-02-05 14:23:21.686312,2,864.08,518.448
161,388,49,2025-09-02 14:23:21.686312,2,145.52,87.312
162,25,46,2025-09-22 14:23:21.686312,5,2031.6999999999998,1219.02
163,530,45,2025-08-01 14:23:21.686312,3,183.96,110.376
164,397,22,2025-10-05 14:23:21.686312,2,790.52,474.31199999999995
165,699,27,2025-03-25 14:23:21.686312,4,1117.96,670.776
166,843,16,2025-12-29 14:23:21.686312,1,75.15,45.09
167,315,43,2026-01-02 14:23:21.686312,1,17.72,10.632
168,959,41,2025-09-15 14:23:21.686312,3,1247.82,748.692
169,852,18,2025-04-24 14:23:21.686312,3,1486.41,891.846
170,866,15,2025-09-01 14:23:21.686312,5,553.05,331.83
171,423,50,2025-06-26 14:23:21.686312,5,1478.8999999999999,887.3399999999999
172,723,24,2025-10-21 14:23:21.686312,3,658.29,394.97399999999993
173,801,39,2025-03-02 14:23:21.686312,4,151.88,91.128
174,622,34,2025-11-18 14:23:21.686312,1,312.31,187.386
175,261,49,2025-05-15 14:23:21.686312,2,145.52,87.312
176,865,28,2025-06-22 14:23:21.686312,5,697.6999999999999,418.61999999999995
177,6,23,2025-05-14 14:23:21.686312,4,228.2,136.92
178,224,23,2025-07-10 14:23:21.686312,2,114.1,68.46
179,129,37,2025-03-13 14:23:21.686312,5,2017.15,1210.29
180,115,15,2025-11-08 14:23:21.686312,5,553.05,331.83
181,751,42,2025-04-19 14:23:21.686312,5,2030.6,1218.36
182,574,11,2025-02-18 14:23:21.686312,5,110.39999999999999,66.24
183,931,17,2026-01-01 14:23:21.686312,5,1666.9499999999998,1000.17
184,39,28,2025-11-21 14:23:21.686312,3,418.62,251.17199999999997
185,118,35,2025-09-30 14:23:21.686312,4,1262.52,757.512
186,857,42,2025-07-30 14:23:21.686312,4,1624.48,974.688
187,34,35,2025-11-22 14:23:21.686312,1,315.63,189.378
188,276,6,2025-01-28 14:23:21.686312,4,1033.76,620.256
189,375,43,2025-07-17 14:23:21.686312,5,88.6,53.16
190,498,3,2025-08-29 14:23:21.686312,1,208.89,125.33399999999999
191,136,35,2025-10-19 14:23:21.686312,4,1262.52,757.512
192,568,25,2025-01-14 14:23:21.686312,3,570.03,342.018
193,52,25,2025-05-04 14:23:21.686312,3,570.03,342.018
194,256,47,2025-06-06 14:23:21.686312,1,258.32,154.992
195,380,22,2025-02-01 14:23:21.686312,2,790.52,474.31199999999995
196,887,7,2025-01-22 14:23:21.686312,2,978.36,587.016
197,83,24,2025-04-19 14:23:21.686312,3,658.29,394.97399999999993
198,610,15,2025-03-23 14:23:21.686312,2,221.22,132.732
199,351,23,2025-11-20 14:23:21.686312,1,57.05,34.23
200,743,48,2025-11-03 14:23:21.686312,5,1120.45,672.27
201,765,10,2025-09-26 14:23:21.686312,2,549.38,329.628
202,518,40,2025-04-01 14:23:21.686312,1,81.25,48.75
203,311,16,2025-04-15 14:23:21.686312,4,300.6,180.36
204,298,7,2025-02-11 14:23:21.686312,1,489.18,293.508
205,824,3,2025-09-02 14:23:21.686312,3,626.67,376.00199999999995
206,944,36,2025-05-23 14:23:21.686312,1,404.45,242.67
207,692,42,2025-09-09 14:23:21.686312,3,1218.3600000000001,731.016
208,162,38,2025-10-27 14:23:21.686312,2,987.14,592.284
209,773,16,2025-12-14 14:23:21.686312,4,300.6,180.36
210,11,19,2025-02-20 14:23:21.686312,5,220.5,132.3
211,470,42,2025-10-18 14:23:21.686312,3,1218.3600000000001,731.016
212,338,16,2025-03-12 14:23:21.686312,5,375.75,225.45000000000002
213,937,2,2025-06-22 14:23:21.686312,2,719.42,431.652
214,751,43,2025-07-30 14:23:21.686312,3,53.16,31.896
215,258,15,2025-08-24 14:23:21.686312,3,331.83,199.098
216,429,12,2025-11-23 14:23:21.686312,1,489.54,293.724
217,465,7,2025-04-10 14:23:21.686312,5,2445.9,1467.54
218,891,26,2025-04-25 14:23:21.686312,2,864.08,518.448
219,774,13,2025-05-07 14:23:21.686312,5,1004.75,602.8499999999999
220,659,33,2026-01-01 14:23:21.686312,5,641.4,384.84000000000003
221,175,45,2025-02-27 14:23:21.686312,5,306.6,183.96
222,419,34,2025-01-18 14:23:21.686312,2,624.62,374.772
223,136,39,2025-12-28 14:23:21.686312,5,189.85,113.91
224,221,49,2025-12-23 14:23:21.686312,4,291.04,174.624
225,999,38,2025-08-05 14:23:21.686312,1,493.57,296.142
226,286,42,2025-05-03 14:23:21.686312,2,812.24,487.344
227,55,10,2025-07-20 14:23:21.686312,2,549.38,329.628
228,379,14,2025-01-16 14:23:21.686312,2,639.72,383.832
229,719,13,2025-11-15 14:23:21.686312,1,200.95,120.57
230,238,33,2025-11-22 14:23:21.686312,2,256.56,153.936
231,921,3,2025-07-09 14:23:21.686312,4,835.56,501.33599999999996
232,650,1,2025-06-04 14:23:21.686312,3,70.28999999999999,42.174
233,237,16,2025-01-31 14:23:21.686312,5,375.75,225.45000000000002
234,150,32,2025-07-02 14:23:21.686312,4,1247.76,748.656
235,39,47,2025-07-06 14:23:21.686312,2,516.64,309.984
236,460,10,2025-05-02 14:23:21.686312,4,1098.76,659.256
237,538,44,2025-03-01 14:23:21.686312,5,1797.0500000000002,1078.23
238,841,13,2025-08-12 14:23:21.686312,4,803.8,482.28
239,667,18,2025-05-13 14:23:21.686312,1,495.47,297.282
240,413,33,2025-02-14 14:23:21.686312,3,384.84000000000003,230.904
241,112,30,2025-08-13 14:23:21.686312,5,884.75,530.8499999999999
242,526,18,2025-10-14 14:23:21.686312,3,1486.41,891.846
243,136,26,2025-05-07 14:23:21.686312,3,1296.1200000000001,777.672
244,434,2,2025-12-10 14:23:21.686312,1,359.71,215.826
245,463,11,2025-06-08 14:23:21.686312,2,44.16,26.496
246,358,6,2025-06-14 14:23:21.686312,1,258.44,155.064
247,733,37,2025-02-14 14:23:21.686312,1,403.43,242.058
248,536,30,2025-11-24 14:23:21.686312,3,530.8499999999999,318.51
249,942,41,2025-11-06 14:23:21.686312,5,2079.7,1247.82
250,679,10,2025-10-25 14:23:21.686312,4,1098.76,659.256
251,418,40,2025-04-14 14:23:21.686312,2,162.5,97.5
252,71,13,2025-02-28 14:23:21.686312,5,1004.75,602.8499999999999
253,207,16,2025-09-27 14:23:21.686312,2,150.3,90.18
254,154,32,2025-06-07 14:23:21.686312,1,311.94,187.164
255,941,32,2025-12-12 14:23:21.686312,5,1559.7,935.8199999999999
256,826,47,2025-06-10 14:23:21.686312,1,258.32,154.992
257,921,20,2025-09-17 14:23:21.686312,1,93.21,55.925999999999995
258,56,31,2025-05-17 14:23:21.686312,4,1549.12,929.4719999999999
259,353,39,2025-12-16 14:23:21.686312,4,151.88,91.128
260,435,9,2025-02-05 14:23:21.686312,1,310.75,186.45
261,849,23,2025-03-16 14:23:21.686312,3,171.14999999999998,102.69
262,7,36,2025-10-14 14:23:21.686312,2,808.9,485.34
263,468,20,2025-05-01 14:23:21.686312,4,372.84,223.70399999999998
264,528,46,2025-04-03 14:23:21.686312,1,406.34,243.80399999999997
265,230,27,2025-12-12 14:23:21.686312,4,1117.96,670.776
266,992,10,2025-10-05 14:23:21.686312,1,274.69,164.814
267,539,9,2025-12-28 14:23:21.686312,1,310.75,186.45
268,526,32,2025-08-13 14:23:21.686312,1,311.94,187.164
269,773,37,2025-05-21 14:23:21.686312,1,403.43,242.058
270,873,49,2025-04-18 14:23:21.686312,5,363.8,218.28
271,467,39,2025-06-25 14:23:21.686312,3,113.91,68.346
272,233,17,2025-10-22 14:23:21.686312,3,1000.17,600.102
273,424,13,2025-01-19 14:23:21.686312,5,1004.75,602.8499999999999
274,422,29,2025-06-24 14:23:21.686312,1,50.62,30.371999999999996
275,317,35,2025-01-07 14:23:21.686312,3,946.89,568.134
276,782,34,2025-03-31 14:23:21.686312,1,312.31,187.386
277,804,31,2025-10-04 14:23:21.686312,1,387.28,232.36799999999997
278,808,48,2025-02-25 14:23:21.686312,2,448.18,268.908
279,503,18,2025-02-15 14:23:21.686312,5,2477.3500000000004,1486.4099999999999
280,745,16,2025-05-17 14:23:21.686312,2,150.3,90.18
281,458,25,2025-05-23 14:23:21.686312,2,380.02,228.01199999999997
282,165,34,2025-07-16 14:23:21.686312,4,1249.24,749.544
283,662,36,2025-12-25 14:23:21.686312,5,2022.25,1213.35
284,129,41,2025-05-09 14:23:21.686312,1,415.94,249.564
285,452,9,2025-04-06 14:23:21.686312,3,932.25,559.3499999999999
286,555,22,2025-04-04 14:23:21.686312,5,1976.3,1185.78
287,148,40,2025-04-05 14:23:21.686312,1,81.25,48.75
288,255,24,2025-04-05 14:23:21.686312,4,877.72,526.632
289,221,15,2025-08-09 14:23:21.686312,1,110.61,66.366
290,216,10,2025-01-15 14:23:21.686312,2,549.38,329.628
291,296,41,2025-03-07 14:23:21.686312,4,1663.76,998.256
292,760,5,2025-05-10 14:23:21.686312,5,734.4,440.64
293,968,35,2025-09-12 14:23:21.686312,5,1578.15,946.8899999999999
294,768,17,2025-06-19 14:23:21.686312,2,666.78,400.068
295,192,26,2025-11-17 14:23:21.686312,5,2160.2000000000003,1296.12
296,406,29,2025-03-03 14:23:21.686312,2,101.24,60.74399999999999
297,140,46,2025-01-23 14:23:21.686312,2,812.68,487.60799999999995
298,241,32,2025-09-24 14:23:21.686312,2,623.88,374.328
299,733,8,2025-02-25 14:23:21.686312,5,1165.5,699.3
300,934,41,2025-10-21 14:23:21.686312,1,415.94,249.564
301,691,37,2025-02-09 14:23:21.686312,3,1210.29,726.174
302,791,8,2025-06-01 14:23:21.686312,4,932.4,559.4399999999999
303,257,20,2025-06-23 14:23:21.686312,4,372.84,223.70399999999998
304,439,26,2025-12-21 14:23:21.686312,2,864.08,518.448
305,868,8,2025-10-27 14:23:21.686312,2,466.2,279.71999999999997
306,148,22,2025-04-19 14:23:21.686312,2,790.52,474.31199999999995
307,527,4,2025-06-23 14:23:21.686312,1,21.67,13.002
308,513,44,2025-09-17 14:23:21.686312,4,1437.64,862.5840000000001
309,954,50,2025-03-16 14:23:21.686312,1,295.78,177.468
310,20,39,2025-12-09 14:23:21.686312,3,113.91,68.346
311,24,5,2025-09-26 14:23:21.686312,1,146.88,88.128
312,583,37,2025-05-17 14:23:21.686312,2,806.86,484.116
313,566,19,2025-11-13 14:23:21.686312,2,88.2,52.92
314,46,24,2025-10-25 14:23:21.686312,1,219.43,131.658
315,487,28,2025-11-17 14:23:21.686312,1,139.54,83.72399999999999
316,534,1,2025-02-01 14:23:21.686312,3,70.28999999999999,42.174
317,866,23,2025-10-05 14:23:21.686312,4,228.2,136.92
318,76,4,2025-09-24 14:23:21.686312,5,108.35000000000001,65.01
319,769,15,2025-12-09 14:23:21.686312,5,553.05,331.83
320,285,17,2025-02-24 14:23:21.686312,2,666.78,400.068
321,172,35,2025-11-25 14:23:21.686312,5,1578.15,946.8899999999999
322,10,7,2025-03-03 14:23:21.686312,3,1467.54,880.5239999999999
323,745,47,2025-05-02 14:23:21.686312,2,516.64,309.984
324,169,36,2025-04-25 14:23:21.686312,4,1617.8,970.68
325,708,44,2025-01-06 14:23:21.686312,2,718.82,431.29200000000003
326,266,50,2025-01-08 14:23:21.686312,5,1478.8999999999999,887.3399999999999
327,187,19,2025-08-11 14:23:21.686312,5,220.5,132.3
328,787,40,2025-01-17 14:23:21.686312,1,81.25,48.75
329,347,6,2025-03-16 14:23:21.686312,4,1033.76,620.256
330,485,36,2025-12-10 14:23:21.686312,2,808.9,485.34
331,380,50,2025-02-13 14:23:21.686312,5,1478.8999999999999,887.3399999999999
332,595,5,2025-08-18 14:23:21.686312,2,293.76,176.256
333,358,21,2025-06-03 14:23:21.686312,3,1011.6600000000001,606.9960000000001
334,490,7,2025-12-25 14:23:21.686312,3,1467.54,880.5239999999999
335,254,33,2025-02-13 14:23:21.686312,5,641.4,384.84000000000003
336,679,6,2025-10-13 14:23:21.686312,2,516.88,310.128
337,723,9,2025-03-20 14:23:21.686312,4,1243.0,745.8
338,908,7,2025-11-29 14:23:21.686312,5,2445.9,1467.54
339,740,17,2025-03-17 14:23:21.686312,4,1333.56,800.136
340,262,37,2025-09-05 14:23:21.686312,3,1210.29,726.174
341,361,33,2025-11-20 14:23:21.686312,2,256.56,153.936
342,84,38,2025-05-17 14:23:21.686312,3,1480.71,888.4259999999999
343,472,23,2025-09-27 14:23:21.686312,2,114.1,68.46
344,330,8,2025-12-07 14:23:21.686312,1,233.1,139.85999999999999
345,172,42,2025-06-03 14:23:21.686312,4,1624.48,974.688
346,972,31,2025-02-24 14:23:21.686312,3,1161.84,697.1039999999999
347,367,3,2025-02-05 14:23:21.686312,2,417.78,250.66799999999998
348,568,3,2025-11-10 14:23:21.686312,4,835.56,501.33599999999996
349,228,22,2025-04-18 14:23:21.686312,5,1976.3,1185.78
350,768,14,2025-12-25 14:23:21.686312,3,959.58,575.748
351,359,25,2025-12-16 14:23:21.686312,2,380.02,228.01199999999997
352,844,34,2025-04-27 14:23:21.686312,3,936.9300000000001,562.158
353,907,45,2025-02-01 14:23:21.686312,2,122.64,73.584
354,499,21,2025-11-16 14:23:21.686312,5,1686.1000000000001,1011.6600000000001
355,777,36,2025-10-01 14:23:21.686312,3,1213.35,728.01
356,840,48,2025-02-11 14:23:21.686312,5,1120.45,672.27
357,152,16,2025-04-25 14:23:21.686312,2,150.3,90.18
358,921,24,2025-01-30 14:23:21.686312,2,438.86,263.316
359,333,48,2025-08-06 14:23:21.686312,4,896.36,537.816
360,11,31,2025-03-17 14:23:21.686312,5,1936.3999999999999,1161.84
361,578,23,2025-09-29 14:23:21.686312,1,57.05,34.23
362,3,14,2025-09-12 14:23:21.686312,5,1599.3000000000002,959.5799999999999
363,978,37,2025-03-08 14:23:21.686312,5,2017.15,1210.29
364,653,41,2025-08-31 14:23:21.686312,2,831.88,499.128
365,852,2,2025-09-08 14:23:21.686312,4,1438.84,863.304
366,323,30,2025-09-10 14:23:21.686312,5,884.75,530.8499999999999
367,705,50,2025-08-25 14:23:21.686312,5,1478.8999999999999,887.3399999999999
368,65,3,2025-07-18 14:23:21.686312,1,208.89,125.33399999999999
369,687,17,2025-03-07 14:23:21.686312,5,1666.9499999999998,1000.17
370,875,40,2025-02-08 14:23:21.686312,3,243.75,146.25
371,256,9,2025-04-05 14:23:21.686312,3,932.25,559.3499999999999
372,902,37,2025-04-24 14:23:21.686312,3,1210.29,726.174
373,566,45,2025-03-05 14:23:21.686312,1,61.32,36.792
374,411,20,2025-06-13 14:23:21.686312,3,279.63,167.778
375,275,37,2025-04-19 14:23:21.686312,3,1210.29,726.174
376,249,3,2025-05-20 14:23:21.686312,2,417.78,250.66799999999998
377,340,23,2025-04-22 14:23:21.686312,3,171.14999999999998,102.69
378,87,1,2025-09-01 14:23:21.686312,5,117.15,70.28999999999999
379,720,45,2025-05-27 14:23:21.686312,1,61.32,36.792
380,60,43,2025-07-11 14:23:21.686312,2,35.44,21.264
381,461,10,2025-02-01 14:23:21.686312,3,824.0699999999999,494.442
382,738,10,2025-09-06 14:23:21.686312,1,274.69,164.814
383,900,45,2025-10-19 14:23:21.686312,1,61.32,36.792
384,947,40,2025-06-04 14:23:21.686312,5,406.25,243.75
385,644,19,2025-10-17 14:23:21.686312,2,88.2,52.92
386,318,6,2025-08-20 14:23:21.686312,1,258.44,155.064
387,147,41,2025-02-05 14:23:21.686312,2,831.88,499.128
388,255,48,2025-08-27 14:23:21.686312,5,1120.45,672.27
389,443,13,2025-05-04 14:23:21.686312,4,803.8,482.28
390,35,16,2025-02-07 14:23:21.686312,4,300.6,180.36
391,398,44,2025-12-17 14:23:21.686312,3,1078.23,646.9380000000001
392,700,43,2025-08-12 14:23:21.686312,5,88.6,53.16
393,635,6,2025-03-10 14:23:21.686312,5,1292.2,775.3199999999999
394,907,32,2025-07-09 14:23:21.686312,2,623.88,374.328
395,735,12,2025-10-11 14:23:21.686312,5,2447.7000000000003,1468.62
396,588,27,2025-03-28 14:23:21.686312,1,279.49,167.694
397,387,14,2025-07-31 14:23:21.686312,2,639.72,383.832
398,58,29,2025-09-30 14:23:21.686312,5,253.1,151.85999999999999
399,520,34,2025-07-13 14:23:21.686312,3,936.9300000000001,562.158
400,105,16,2025-10-29 14:23:21.686312,1,75.15,45.09
401,754,23,2026-01-01 14:23:21.686312,3,171.14999999999998,102.69
402,859,4,2025-08-19 14:23:21.686312,1,21.67,13.002
403,360,15,2025-01-29 14:23:21.686312,1,110.61,66.366
404,230,10,2025-09-27 14:23:21.686312,1,274.69,164.814
405,502,8,2025-07-26 14:23:21.686312,4,932.4,559.4399999999999
406,707,19,2025-02-13 14:23:21.686312,5,220.5,132.3
407,660,7,2025-07-02 14:23:21.686312,5,2445.9,1467.54
408,494,6,2025-06-29 14:23:21.686312,2,516.88,310.128
409,293,44,2025-09-06 14:23:21.686312,2,718.82,431.29200000000003
410,977,18,2025-08-21 14:23:21.686312,1,495.47,297.282
411,89,19,2025-07-23 14:23:21.686312,1,44.1,26.46
412,148,14,2025-01-06 14:23:21.686312,4,1279.44,767.664
